Sto.-nr.;erl.Geschw. PKW;erl. Geschw. LKW;Standort1;Standort2;Standort3;
1100;30;30;3C   Eil                      ;Schubertstraße, Laterne 49-43 ;in FR. Leidenhausener Straße       ;   
1101;30;30;3D   Eil                      ;Schubertstraße, Laterne 47-51 ;in Fahrtrichtung Frankfurter Straße;   
1102;30;30;3E   Eil                      ;Schubertstraße, Haus Nr. 28-14;in FR. Leidenhausener Straße       ;   
1103;30;30;3F   Eil                      ;Schubertstraße, Haus Nr. 20-34;in Fahrtrichtung Frankfurter Straße;   
1104;30;30;3G   Eil                      ;Schubertstraße, Haus Nr. 4-2  ;in FR. Leidenhausener Straße       ;   
1105;30;30;3H   Eil                      ;Schubertstraße, Haus Nr. 2-6  ;in Fahrtrichtung Frankfurter Straße;   
1106;30;30;3I   Eil                      ;Leidenhausener Straße 38c-32a ;in Fahrtrichtung Frankfurter Straße;   
1107;30;30;3J   Eil                      ;Leidenhausener Straße 38a-40e ;in Fahrtrichtung Hirschgraben      ;   
1108;30;30;3K   Rath/Heumar              ;Lützerathstraße 44a-134       ;in Fahrtrichtung Rather Mauspfad   ;   
1109;30;30;3L   Rath/Heumar              ;Lützerathstraße 147-149       ;in Fahrtrichtung Rather Mauspfad   ;   
1110;30;30;3M   Rath/Heumar              ;Lützerathstraße 115-109       ;in Fahrtrichtung Rösrather Straße  ;   
1111;30;30;3N   Ostheim                  ;Buchheimer Weg, Haus Nr. 40-26;in Fahrtrichtung Frankfurter Straße;   
1112;30;30;3O   Ostheim                  ;Buchheimer Weg, Laterne 14-12 ;in Fahrtrichtung Frankfurter Straße;   
1113;30;30;3P   Ostheim                  ;Buchheimer Weg, Laterne 14-16 ;in Fahrtrichtung Steinrutschweg    ;   
1114;30;30;3Q   Ostheim                  ;Buchheimer Weg, Haus Nr. 30-42;in Fahrtrichtung Steinrutschweg    ;   
1115;30;30;3R   Lindenthal               ;Wüllnerstraße 127             ;in Fahrtrichtung Landgrafenstraße  ;   
1116;30;30;3S   Lindenthal               ;Wüllnerstraße, Höhe Spielplatz;in Fahrtrichtung Klosterstraße     ;   
1117;30;30;3T   Lindenthal               ;Wüllnerstraße, Laterne 8-12   ;in Fahrtrichtung Stadtwaldgürtel   ;   
1118;50;50;3U   Zündorf                  ;Hauptstraße, Haus Nr. 265-261 ;in Fahrtrichtung Langel            ;   
1119;50;50;3V   Weiden                   ;Aachener Straße, Haus Nr. 1372;in Fahrtrichtung stadtauswärts     ;   
1120;30;30;3W   Lövenich                 ;Brauweilerstraße, Lat. 26-20  ;in Fahrtrichtung stadteinwärts     ;   
1121;30;30;3X   Lövenich                 ;Brauweilerstraße, Lat. 22-28  ;in Fahrtrichtung stadtauswärts     ;   
1122;30;30;3Y   Rheinkassel              ;Feldkasseler Weg 150-200      ;in Fahrtrichtung Amandusstraße     ;   
1123;30;30;3Z   Rheinkassel              ;Feldkasseler Weg 200-150      ;in Fahrtrichtung Alte Römerstraße  ;   
1124;10;10;4A   Fühlingen                ;Neusser Landstraße 111-89     ;in Fahrtrichtung stadteinwärts     ;   
1125;10;10;4B   Fühlingen                ;Neusser Landstraße 138b-170   ;in Fahrtrichtung stadtauswärts     ;   
1126;30;30;4C   Worringen                ;St.-Tönnis-Straße 179-135     ;in Fahrtrichtung Neusser Landstraße;   
1127;30;30;4D   Worringen                ;St.-Tönnis-Straße 135-181     ;in Fahrtrichtung Roggendorf        ;   
1128;50;50;4E   Longerich                ;Contzenstraße, Haus Nr. 1b-1e ;in Fahrtrichtung Longericher Straße;   
1129;50;50;4F   Longerich                ;Contzenstraße, Haus Nr. 11-1a ;in Fahrtrichtung Heckweg           ;   
1130;30;30;4G   Lindweiler               ;Unnauer weg, Haus Nr. 27-23   ;in Fahrtrichtung Soldiner Straße   ;   
1131;30;30;4H   Lindweiler               ;Unnauer Weg, Haus Nr. 23-27   ;in Fahrtrichtung Pescher Weg       ;   
1132;30;30;4I   Lindweiler               ;Unnauer Weg, Haus Nr. 56-20   ;in Fahrtrichtung Soldiner Straße   ;   
1133;30;30;4J   Lindweiler               ;Unnauer Weg, Haus Nr. 20-56   ;in Fahrtrichtung Pescher Weg       ;   
1134;50;50;4K   Höhenberg                ;Höhenberger Ring, Friedhof    ;in Fahrtrichtung stadteinwärts     ;   
1135;50;50;4L   Höhenberg                ;Höhenberger Ring, Friedhof    ;in Fahrtrichtung stadtauswärts     ;   
1136;30;30;4M   Weiden                   ;Bahnstraße, Haus Nr. 31-59    ;in Fahrtrichtung stadteinwärts     ;   
1137;30;30;4N   Weiden                   ;Bahnstraße, Haus Nr. 53-17    ;in Fahrtrichtung stadtauswärts     ;   
1138;30;30;4O   Weiden                   ;Bahnstraße, Haus Nr. 42-118   ;in Fahrtrichtung stadteinwärts     ;   
1139;30;30;4P   Weiden                   ;Bahnstraße, Haus Nr. 120-38   ;in Fahrtrichtung stadtauswärts     ;   
1140;30;30;4Q   Bilderstöckchen          ;Schiefersburger Weg 41-31     ;in Fahrtrichtung Longericher Straße;   
1141;30;30;4R   Weiden                   ;Goethestraße, Haus Nr. 42-46  ;in Fahrtrichtung Aachener Straße   ;   
1142;30;30;4S   Weiden                   ;Goethestraße, Haus Nr. 48-40  ;in Fahrtrichtung Lövenich          ;   
1143;50;50;4T   Zollstock                ;Gottesweg, Haus Nr. 58-76     ;in Fahrtrichtung Rhöndorfer Straße ;   
1144;50;50;4U   Zollstock                ;Gottesweg, Haus Nr. 76-58     ;in Fahrtrichtung Höninger Weg      ;   
1145;50;50;4V   Weidenpesch              ;Neusser Straße 729-727        ;in Fahrtrichtung stadteinwärts     ;   
1146;50;50;4W   Weidenpesch              ;Neusser Straße 772-788        ;in Fahrtrichtung stadtauswärts     ;   
1147;50;50;4X   Weidenpesch              ;Neusser Straße 715-675        ;in Fahrtrichtung stadteinwärts     ;   
1148;50;50;4Y   Weidenpesch              ;Neusser Straße 716-758        ;in Fahrtrichtung stadtauswärts     ;   
1149;30;30;4Z   Humboldt/Gremberg        ;Odenwaldstraße 102-106        ;in Fahrtrichtung Poll-Vingster Str.;   
1150;30;30;5A   Humboldt/Gremberg        ;Odenwaldstraße, Lat. 14-10    ;in Fahrtrichtung Lüderichstraße    ;   
1151;30;30;5B   Westhoven                ;Berliner Straße, Haus Nr.27-33;in Fahrtrichtung Oberstraße        ;   
1152;30;30;5C   Westhoven                ;Berliner Straße, Haus Nr.33-21;in Fahrtrichtung Kölner Straße     ;   
1153;30;30;5D   Westhoven                ;Gartenstraße, Haus Nr. 60-76  ;in Fahrtrichtung Berliner Straße   ;   
1154;50;50;5E   Deutz                    ;Gummersbacher Straße,Lat.19-15;in Fahrtrichtung Deutz-Kalker Str. ;   
1155;50;50;5F   Deutz                    ;Gummersbacher Straße, Lat.6-10;in Fahrtrichtung Kalk              ;   
1156;30;30;5G   Braunsfeld               ;Eschweilerstraße, Haus Nr.7-33;in Fahrtrichtung Eupener Straße    ;   
1157;30;30;5H   Braunsfeld               ;Eschweilerstraße 31-19        ;in Fahrtrichtung Aachener Straße   ;   
1158;30;30;5I   Braunsfeld               ;Eupener Straße, Haus 90-54    ;in Fahrtrichtung Aachener Straße   ;   
1159;30;30;5J   Braunsfeld               ;Eupener Straße, Haus Nr. 51-53;in Fahrtrichtung Eschweilerstraße  ;   
1160;30;30;5K   Braunsfeld               ;Eupener Straße, Haus Nr. 60-92;in Fahrtrichtung Stolberger Straße ;   
1161;30;30;5L   Mülheim                  ;Berliner Straße, Haus Nr.43-25;in Fahrtrichtung stadteinwärts     ;   
1162;30;30;5M   Mülheim                  ;Berliner Straße, Haus Nr.25-51;in Fahrtrichtung stadtauswärts     ;   
1163;30;30;5N   Mülheim                  ;Berliner Straße 112-58        ;in Fahrtrichtung stadteinwärts     ;   
1164;30;30;5O   Mülheim                  ;Berliner Straße 68-112        ;in Fahrtrichtung stadtauswärts     ;   
1165;30;30;5P   Riehl                    ;Stammheimer Straße 20-36      ;in Fahrtrichtung Riehler Gürtel    ;   
1166;30;30;5Q   Riehl                    ;Stammheimer Straße 19-9       ;in Fahrtrichtung An der Flora      ;   
1167;30;30;5R   Riehl                    ;Stammheimer Straße 34-54      ;in Fahrtrichtung Riehler Gürtel    ;   
1168;30;30;5S   Riehl                    ;Stammheimer Straße 52-36      ;in Fahrtrichtung An der Flora      ;   
1169;30;30;5T   Riehl                    ;Stammheimer Straße 128-130    ;in Fahrtrichtung Hittorfstraße     ;   
1170;50;50;5U   Riehl                    ;Stammheimer Straße 132-158D   ;in Fahrtrichtung Boltensternstraße ;   
1171;50;50;5V   Riehl                    ;Stammheimer Straße 163-127    ;in Fahrtrichtung Riehler Tal       ;   
1172;30;30;5W   Marienburg               ;Leyboldstraße, Haus Nr. 19-19A;in Fahrtrichtung Militärringstraße ;   
1173;30;30;5X   Marienburg               ;Leyboldstraße, Laterne 28-26  ;in Fahrtrichtung Bonner Straße     ;   
1174;30;30;5Y   Wahn                     ;Hinter den Höfen, Haus Nr.5-1B;in Fahrtrichtung Im Bodesfeld      ;   
1175;30;30;5Z   Wahn                     ;Hinter den Höfen, Haus Nr.1B-7;in Fahrtrichtung Nachtigallenstraße;   
1176;50;50;6A   Wahn                     ;Frankfurter Straße 276-270    ;in Fahrtrichtung Lind              ;   
1177;30;30;6B   Wahn                     ;Winkelsmaar, Haus Nr. 123A-110;in Fahrtrichtung Am Krausbaum      ;   
1178;30;30;6C   Wahn                     ;Winkelsmaar, Haus Nr. 117-131 ;in Fahrtrichtung Heidestraße       ;   
1179;30;30;6D   Wahn                     ;Fasanenweg, Haus Nr. 14-3     ;in Fahrtrichtung Frankfurter Straße;   
1180;30;30;6E   Wahn                     ;Fasanenweg, Haus Nr.11-Lat. 11;in Fahrtrichtung Winkelsmaar       ;   
1181;50;50;6F   Niehl                    ;Emdener Str., ggüb. Lat. 69   ;in Fahrtrichtung Merkenich         ;   
1182;50;50;6G   Niehl                    ;Emdener Str., Laterne Nr.71-69;in Fahrtrichtung Niehler Ei        ;   
1183;30;30;6H   Brück                    ;Königsforststr., Haus Nr.87-23;in Fahrtrichtung Brücker Mauspfad  ;   
1184;30;30;6I   Brück                    ;Königsforststr., Haus Nr.23-87;in Fahrtrichtung Am Wildwechsel    ;   
1185;30;30;6J   Brück                    ;Am Hirschsprung, Haus Nr. 2-32;in Fahrtrichtung Brücker Mauspfad  ;   
1186;30;30;6K   Brück                    ;Am Hirschsprung, Haus Nr. 32-2;in Fahrtrichtung Am Wildwechsel    ;   
1187;30;30;6L   Brück                    ;Am Wildwechsel, Haus Nr.14a-10;in Fahrtrichtung Olpener Straße    ;   
1188;30;30;6M   Brück                    ;Am Wildwechsel, Haus Nr. 12-16;in Fahrtrichtung Am Hirschsprung   ;   
1189;30;30;6N   Brück                    ;Overather Str., Haus Nr. 25-9 ;in Fahrtrichtung Olpener Straße    ;   
1190;30;30;6O   Brück                    ;Overather Str., Haus Nr. 11-25;in Fahrtrichtung Lindlarer Straße  ;   
1191;30;30;6P   Weidenpesch              ;Simonskaul, Haus Nr. 65-63    ;in Fahrtrichtung Neusser Straße    ;   
1192;30;30;6Q   Weidenpesch              ;Simonskaul, Haus Nr. 67-69    ;in Fahrtrichtung Longerich         ;   
1193;30;30;6R   Longerich                ;Graseggerstr., Hs. Nr. 113-59 ;in Fahrtrichtung Else-Falk-Straße  ;   
1194;30;30;6S   Longerich                ;Graseggerstr., Haus Nr.111-115;in FR. Wilhelm-Sollmann-Straße     ;   
1195;30;30;6T   Longerich                ;Graseggerstr., Hs. Nr. 57-31  ;in Fahrtrichtung Simonskaul        ;   
1196;30;30;6U   Longerich                ;Graseggerstr., Hs. Nr. 35-99a ;in Fahrtrichtung Krankenhaus       ;   
1197;30;30;6V   Longerich                ;Graseggerstr., Haus Nr. 25-11 ;in Fahrtrichtung Neusser Straße    ;   
1198;30;30;6W   Longerich                ;Graseggerstr., Haus Nr. 17-27 ;in Fahrtrichtung Rüdellstraße      ;   
1199;30;30;6X   Fühlingen                ;Neusser Landstraße 101-85     ;in Fahrtrichtung stadteinwärts     ;   
1200;30;30;6Y   Fühlingen                ;Neusser Landstraße 144-168    ;in Fahrtrichtung stadtauswärts     ;   
1201;30;30;6Z   Ostheim                  ;Gernsheimer Str., ggüb. 19-3  ;in Fahrtrichtung Höhenberg         ;   
1202;30;30;7A   Ostheim                  ;Gernsheimer Str., ggüb. 5-21  ;in Fahrtrichtung Ostheimer Straße  ;   
1203;30;30;7B   Buchheim                 ;Wichheimer Str., Haus Nr.36-52;in Fahrtrichtung Stegwiese         ;   
1204;30;30;7C   Buchheim                 ;Wichheimer Str., Haus Nr.31-17;in FR. Bergisch Gladbacher Straße  ;   
1205;30;30;7D   Buchheim                 ;Wichheimer Str. 198-160       ;in Fahrtrichtung Herler Ring       ;   
1206;30;30;7E   Buchheim                 ;Wichheimer Str. 170-200       ;in Fahrtrichtung Holweide          ;   
1207;50;50;7F   Buchheim                 ;Herler Ring, Laterne 14-22    ;in Fahrtrichtung Höhenberg         ;   
1208;50;50;7G   Buchheim                 ;Herler Ring, Laterne 21-11    ;in FR. Bergisch Gladbacher Straße  ;   
1209;30;30;7H   Höhenhaus                ;Birkenweg, Haus Nr. 11-9      ;in Fahrtrichtung Im Weidenbruch    ;   
1210;30;30;7I   Höhenhaus                ;Birkenweg, Haus Nr. 9-19      ;in Fahrtrichtung Zeisbuschweg      ;   
1211;50;50;7J   Mülheim                  ;Berg.Gladbacher Str.,Hs.135-73;in Fahrtrichtung stadteinwärts     ;   
1212;50;50;7K   Mülheim                  ;Berg.Gladbacher Str.,Hs.77-143;in Fahrtrichtung stadtauswärts     ;   
1213;50;50;7L   Mülheim                  ;Berg.Gladbacher Str.Hs.115-121;in Fahrtrichtung stadtauswärts     ;   
1214;30;30;7M   Zollstock                ;Kalscheurer Weg, Haus Nr.49-61;in Fahrtrichtung Kendenicher Straße;   
1215;30;30;7N   Zollstock                ;Kalscheurer Weg, Haus Nr.57-45;in Fahrtrichtung Badorfer Straße   ;   
1216;30;30;7O   Rodenkirchen             ;Sürther Straße, Haus Nr. 172  ;in Fahrtrichtung Kölnstraße        ;   
1217;30;30;7P   Rodenkirchen             ;Hauptstraße, Haus Nr. 26-28   ;in Fahrtrichtung Maternusplatz     ;   
1218;30;30;7Q   Rodenkirchen             ;Hauptstraße, Haus Nr. 28-24   ;in Fahrtrichtung Marienburg        ;   
1219;50;50;7R   Rondorf                  ;Bödinger Straße, ggü.Lat.27-29;in Fahrtrichtung Kapellenstraße    ;   
1220;50;50;7S   Rondorf                  ;Bödinger Straße, ggü.Lat.27-23;in Fahrtrichtung Meschenich        ;   
1221;10;10;7T   Rondorf                  ;Birkenweg, Haus Nr. 72-138    ;in Fahrtrichtung Am Höfchen        ;   
1222;10;10;7U   Rondorf                  ;Birkenwek, Haus Nr. 138-68    ;in Fahrtrichtung Lerchenweg        ;   
1223;30;30;7V   Rondorf                  ;Giesdorfer Str., Haus Nr.20-40;in Fahrtrichtung Friedhof          ;   
1224;30;30;7W   Rondorf                  ;Giesdorfer Str., Haus Nr.40-18;in FR Rondorfer Hauptstraße        ;   
1225;30;30;7X   Weiß                     ;Heinrichstraße, Haus Nr. 44-19;in Fahrtrichtung Weißer Hauptstraße;   
1226;30;30;7Y   Weiß                     ;Heinrichstraße, Haus Nr. 21-48;in Fahrtrichtung Hammerschmidtstr. ;   
1227;30;30;7Z   Sürth                    ;Sürther Hauptstr.Hs.Nr.126-130;in Fahrtrichtung Rheinaustraße     ;   
1228;30;30;8A   Sürth                    ;Sürther Hauptstr.Hs.Nr.130-126;in Fahrtrichtung Bahnhofstraße     ;   
1229;30;30;8B   Sürth                    ;Sürther Hauptstr.Hs.Nr.149-153;in Fahrtrichtung Heidelweg         ;   
1230;30;30;8C   Sürth                    ;Sürther Hauptstr.Hs.Nr.149-139;in Fahrtrichtung Kölnstraße        ;   
1231;30;30;8D   Dünnwald                 ;Oderweg, Haus Nr. 584-556     ;in Fahrtrichtung Embergweg         ;   
1232;30;30;8E   Dünnwald                 ;Oderweg, Haus Nr. 556-587     ;in Fahrtrichtung Am Klosterhof     ;   
1233;30;30;8F   Höhenhaus                ;Lippeweg, gegenü. Haus Nr. 29 ;in Fahrtrichtung Birkenweg         ;   
1234;30;30;8G   Höhenhaus                ;Lippeweg, Haus Nr. 29         ;in Fahrtrichtung Honschaftsstraße  ;   
1235;30;30;8H   Höhenhaus                ;Lippeweg, Haus Nr. 51-77      ;in Fahrtrichtung Birkenweg         ;   
1236;30;30;8I   Höhenhaus                ;Lippeweg, Haus Nr. 77-47      ;in Fahrtrichtung Honschaftsstraße  ;   
1237;30;30;8J   Widdersdorf              ;Unter Linden, Haus Nr. 211-183;in Fahrtrichtung Am Aspelkreuz     ;   
1238;30;30;8K   Widdersdorf              ;Unter Linden, Haus Nr. 220-246;in Fahrtrichtung Mathesenhofweg    ;   
1239;30;30;8L   Widdersdorf              ;Unter Linden, Laterne 114-122 ;in Fahrtrichtung Adrian-Meller-Str.;   
1240;30;30;8M   Widdersdorf              ;Unter Linden, Haus Nr. 123-119;in Fahrtrichtung Rosmarinweg       ;   
1241;30;30;8N   Widdersdorf              ;Unter Linden, Haus Nr. 119-123;in Fahrtrichtung Kleine Sandkaul   ;   
1242;30;30;8O   Roggendorf/Thenhoven     ;Quettinghofstr., Haus Nr.84-48;in Fahrtrichtung Baptiststraße     ;   
1243;30;30;8P   Roggendorf/Thenhoven     ;Quettinghofstr., Haus Nr.50-84;in Fahrtrichtung Further Straße    ;   
1244;50;50;8Q   Bickendorf               ;Venloer Str., Haus Nr. 863-855;in Fahrtrichtung stadteinwärts     ;   
1245;50;50;8R   Bickendorf               ;Venloer Str., Haus Nr. 744-750;in Fahrtrichtung stadtauswärts     ;   
1246;50;50;8S   Bickendorf               ;Venloer Str., Haus Nr. 722-697;in Fahrtrichtung stadteinwärts     ;   
1247;50;50;8T   Bickendorf               ;Venloer Str., Haus Nr. 678-704;in Fahrtrichtung stadtauswärts     ;   
1248;50;50;8U   Braunsfeld               ;Aachener Str., Haus Nr.300-326;in Fahrtrichtung stadtauswärts     ;   
1249;30;30;8V   Lindenthal               ;Piusstraße, Laterne 17-13     ;in Fahrtrichtung Weinsbergstraße   ;   
1250;30;30;8W   Lindenthal               ;Piusstraße, Laterne 15-17     ;in Fahrtrichtung Aachener Straße   ;   
1251;50;50;8X   Lindenthal               ;Gleueler Straße, Haus 313-339 ;in Fahrtrichtung stadtauswärts     ;   
1252;50;50;8Y   Langel                   ;Sandbergstraße, Haus Nr. 11-96;in Fahrtrichtung Lülsdorf          ;   
1253;50;50;8Z   Gremberghoven            ;Hansestraße, BAB-Brücke       ;in Fahrtrichtung Frankfurter Straße;   
1254;50;50;9A   Gremberghoven            ;Hansestraße, BAB-Brücke       ;in Fahrtrichtung Maarhäuser Weg    ;   
1255;50;50;9B   Gremberghoven            ;Hansestraße, Haus Nr. 61-63   ;in Fahrtrichtung Frankfurter Straße;   
1256;50;50;9C   Gremberghoven            ;Hansestraße, Haus Nr. 61-63   ;in Fahrtrichtung Maarhäuser Weg    ;   
1257;30;30;9D   Nippes                   ;Kuenstraße, Haus Nr. 53-41    ;in Fahrtrichtung Niehler Straße    ;   
1258;30;30;9E   Nippes                   ;Kuenstraße, Haus Nr. 41-55    ;in Fahrtrichtung Florastraße       ;   
1259;30;30;9F   Nippes                   ;Florastraße, Haus Nr. 184-148 ;in Fahrtrichtung Niehler Straße    ;   
1260;30;30;9G   Nippes                   ;Florastraße, Haus Nr. 133-184 ;in Fahrtrichtung Amsterdamer Straße;   
1261;50;50;9H   Mauenheim                ;Bergstraße, Haus Nr. 6-14A    ;in Fahrtrichtung Merheimer Straße  ;   
1262;50;50;9I   Mauenheim                ;Bergstraße, Haus Nr. 41-5     ;in Fahrtrichtung Neusser Straße    ;   
1263;30;30;9J   Merkenich                ;Causemannstraße, Haus Nr. 60-8;in Fahrtrichtung Daverkusenstraße  ;   
1264;30;30;9K   Merkenich                ;Causemannstraße, Haus Nr. 8-64;in Fahrtrichtung Emdener Straße    ;   
1265;30;30;9L   Merkenich                ;Daverkusenstr., Haus Nr. 31-19;in Fahrtricht. Merkenicher Haupstr.;   
1266;30;30;9M   Merkenich                ;Daverkusenstr., Haus Nr. 6-48 ;in Fahrtrichtung Causemannstraße   ;   
1267;30;30;9N   Mülheim                  ;Elisab.-Breuer-Straße,Haus6-48;in Fahrtrichtung Mündelstraße      ;   
1268;30;30;9O   Mülheim                  ;Elisab.-Breuer-Straße,Haus63-3;in Fahrtrichtung Frankfurter Straße;   
1269;30;30;9P   Lövenich                 ;Kölner Straße, gegenüb.Haus 58;in Fahrtrichtung Brauweilerstraße  ;   
1270;30;30;9Q   Lövenich                 ;Kölner Straße, Haus Nr. 56e-58;in Fahrtrichtung Egelspfad         ;   
1271;50;50;9R   Neustadt/Süd             ;Habsburgerring, Haus Nr. 20-28;in Fahrtrichtung Rudolfplatz       ;   
1272;50;50;9S   Neustadt/Süd             ;Habsburgerring, Haus Nr. 5-1  ;in Fahrtrichtung Barbarossaplatz   ;   
1273;50;50;9T   Neustadt/Süd             ;Hohenstaufenring, Haus 12-16  ;in Fahrtrichtung Rudolfplatz       ;   
1274;30;30;9U   Neustadt/Süd             ;Hohenstaufenring, Haus 34-58  ;in Fahrtrichtung Rudolfplatz       ;   
1275;30;30;9V   Neustadt/Süd             ;Hohenstaufenring, Haus 74-76  ;in Fahrtrichtung Rudolfplatz       ;   
1276;30;30;9W   Neustadt/Süd             ;Hohenstaufenring, Haus 57a-57 ;in Fahrtrichtung Barbarossaplatz   ;   
1277;30;30;9X   Neustadt/Süd             ;Hohenstaufenring, Haus 51-29  ;in Fahrtrichtung Barbarossaplatz   ;   
1278;50;50;9Y   Neustadt/Süd             ;Hohenstaufenring, Haus 21-9   ;in Fahrtrichtung Barbarossaplatz   ;   
1279;30;30;9Z   Neustadt/Nord            ;Hohenzollernring, Haus 50-60  ;in Fahrtricht. Kaiser-Wilhelm-Ring ;   
1280;30;30;A10  Neustadt/Nord            ;Hohenzollernring, Haus 87-81  ;in Fahrtrichtung Rudolfplatz       ;   
1281;30;30;A11  Neustadt/Nord            ;Hohenzollernring, Haus 57-41  ;in Fahrtrichtung Rudolfplatz       ;   
1282;30;30;A12  Neustadt/Nord            ;Hansaring, Haus Nr. 16-20     ;in Fahrtrichtung Ebertplatz        ;   
1283;30;30;A13  Neustadt/Nord            ;Hansaring, Haus Nr. 30-34     ;in Fahrtrichtung Ebertplatz        ;   
1284;30;30;A14  Neustadt/Nord            ;Hansaring, Haus Nr. 75-55     ;in Fahrtricht. Kaiser-Wilhelm-Ring ;   
1285;30;30;A15  Neustadt/Nord            ;Hansaring, Haus Nr. 19-1      ;in Fahrtricht. Kaiser-Wilhelm-Ring ;   
1286;50;50;A16  Lindenthal               ;Aachener Straße, Haus 401-331 ;in Fahrtrichtung stadteinwärts     ;   
1287;50;50;A17  Lindenthal               ;Aachener Straße, Haus 259-75  ;in Fahrtrichtung stadteinwärts     ;   
1288;50;50;A18  Lindenthal               ;Aachener Str., Melatenfriedhof;in Fahrtrichtung stadtauswärts     ;   
1289;30;30;A19  Nippes                   ;Namibiastraße Haus Nr. 6-38   ;in Fahrtrichtung Niehler Straße    ;   
1290;50;50;A20  Braunsfeld               ;Aachener Straße, Haus 675-635 ;in Fahrtrichtung stadteinwärts     ;   
1291;50;50;A21  Braunsfeld               ;Aachener Straße, Haus 621-605 ;in Fahrtrichtung stadteinwärts     ;   
1292;50;50;A22  Braunsfeld               ;Aachener Straße, Haus 501-487 ;in Fahrtrichtung stadteinwärts     ;   
1293;50;50;A23  Braunsfeld               ;Aachener Straße, Haus 398-412 ;in Fahrtrichtung stadtauswärts     ;   
1294;50;50;A24  Braunsfeld               ;Aachener Straße, Haus 504-512 ;in Fahrtrichtung stadtauswärts     ;   
1295;50;50;A25  Braunsfeld               ;Aachener Straße, Haus 544-608 ;in Fahrtrichtung stadtauswärts     ;   
1296;50;50;A26  Riehl                    ;Riehler Straße, Haus 180      ;in Fahrtrichtung stadtauswärts     ;   
1297;50;50;A27  Riehl                    ;Riehler Straße,Lichtmast 58-62;in Fahrtrichtung stadtauswärts     ;   
1298;50;50;A28  Deutz                    ;Auenweg, Haus 125-123         ;in Fahrtrichtung Ottoplatz         ;   
1299;50;50;A29  Deutz                    ;Auenweg, Haus 123-125         ;in Fahrtrichtung Mülheim           ;   
1300;30;30;A30  Mülheim                  ;Auenweg, Haus 185             ;in Fahrtrichtung Deutz             ;   
1301;30;30;A31  Mülheim                  ;Auenweg, Haus 185             ;Fahrtrichtung Deutz-Mülheimer Str. ;   
1302;50;50;A32  Neustadt/Süd             ;Richard-Wagner-Str. Haus 49-25;in Fahrtrichtung Habsburgerring    ;   
1303;50;50;A33  Neustadt/Süd             ;Aachener Straße, Haus 28-52   ;in Fahrtrichtung stadtauswärts     ;   
1304;50;50;A34  Neustadt/Nord            ;Erftstraße, Haus 37-19a       ;in Fahrtrichtung Hansaring         ;   
1305;50;50;A35  Altstadt/Nord            ;Leystapel, Laterne 8          ;Fahrtrichtung Konrad-Adenauer-Ufer ;   
1306;30;30;A36  Neustadt/Nord            ;Spichernstraße Haus Nr. 8-42  ;in Fahrtrichtung Gladbacher Straße ;   
1307;30;30;A37  Neustadt/Nord            ;Spichernstraße Haus Nr. 42-4  ;in Fahrtrichtung Venloer Straße    ;   
1308;30;30;A38  Rodenkirchen             ;Römerstraße Haus Nr. 6-12     ;Fahrtrichtung Schillingsrotter Str.;   
1309;30;30;A39  Rodenkirchen             ;Römerstraße Haus Nr. 5-1      ;Fahrtrichtung Friedrich-Ebert-Str. ;   
1310;60;60;A40  Eil                      ;Grengeler Mauspfad L489 Km 1,2;in Fahrtrichtung Rath/Heumar       ;   
1311;50;50;A41  Neuehrenfeld             ;Ehrenfeldgürtel Nr. 175-163   ;in Fahrtrichtung Eichendorffstraße ;   
1312;50;50;A42  Longerich                ;Neusser Straße Hs Nr. 862-866 ;in Fahrtrichtung stadtauswärts     ;   
1313;50;50;A43  Longerich                ;Neusser Straße Laterne 114-116;in Fahrtrichtung stadtauswärts     ;   
1314;50;50;A44  Brück                    ;Olpener Straße Hs Nr.1071-959 ;in Fahrtrichtung stadteinwärts     ;   
1315;50;50;A45  Brück                    ;Olpener Straße Hs Nr. 955-1071;in Fahrtrichtung stadtauswärts     ;   
1316;50;50;A46  Feldkassel               ;Robert-Bosch-Str. Hs Nr. 15-11;in Fahrtrichtung Merianstraße      ;   
1317;50;50;A47  Feldkassel               ;Robert-Bosch-Str. Haus Nr. 4-6;in Fahrtrichtung Rheinkassel       ;   
1318;30;30;A48  Roggendorf/Thenhoven     ;Bruchstraße Haus Nr. 15-19    ;in Fahrtrichtung Blumenberg        ;   
1319;30;30;A49  Roggendorf/Thenhoven     ;Bruchstraße Haus Nr. 19-15    ;in Fahrtrichtung Worringen         ;   
1320;50;50;A50  Rath/Heumar              ;Rösrather Str. Hs Nr. 719-669 ;in Fahrtrichtung Gröppersgasse     ;   
1321;50;50;A51  Rath/Heumar              ;Rösrather Str. Hs Nr. 678-722 ;in Fahrtrichtung Rather Mauspfad   ;   
1322;30;30;A52  Rath/Heumar              ;Rösrather Str. Hs Nr. 751-749 ;in Fahrtrichtung Gröppergasse      ;   
1323;30;30;A53  Rath/Heumar              ;Rösrather Str. Haus Nr. 749   ;in Fahrtrichtung Rather Mauspfad   ;   
1324;30;30;A54  Brück                    ;Im Buchenkamp Haus Nr. 68-78  ;in Fahrtrichtung Refrath           ;   
1325;30;30;A55  Brück                    ;Im Buchenkamp Haus Nr. 76-68  ;in Fahrtrichtung Overather Str.    ;   
1326;30;30;A56  Bickendorf               ;Akazienweg Haus Nr. 60-68     ;in Fahrtrichtung Venloer Straße    ;   
